51053,19801101,0
51053,19801102,0
51053,19801103,0
51053,19801104,0
51053,19801105,0
51053,19801106,0
51053,19801107,0
51053,19801108,0
51053,19801109,0
51053,19801110,0
51053,19801111,0
51053,19801112,0
51053,19801113,0
51053,19801114,0
51053,19801115,0
51053,19801116,0
51053,19801117,0
51053,19801118,0
51053,19801119,1
51053,19801120,1
51053,19801121,1
51053,19801122,1
51053,19801123,1
51053,19801124,1
51053,19801125,1
51053,19801126,1
51053,19801127,1
51053,19801128,1
51053,19801129,1
51053,19801130,1
51059,19801101,0
51059,19801102,0
51059,19801103,0
51059,19801104,0
51059,19801105,0
51059,19801106,0
51059,19801107,0
51059,19801108,0
51059,19801109,0
51059,19801110,0
51059,19801111,0
51059,19801112,0
51059,19801113,0
51059,19801114,0
51059,19801115,0
51059,19801116,0
51059,19801117,0
51059,19801118,0
51059,19801119,0
51059,19801120,0
51059,19801121,0
51059,19801122,0
51059,19801123,0
51059,19801124,1
51059,19801125,1
51059,19801126,1
51059,19801127,1
51059,19801128,1
51059,19801129,1
51059,19801130,1
51068,19801101,0
51068,19801102,0
51068,19801103,0
51068,19801104,0
51068,19801105,0
51068,19801106,0
51068,19801107,0
51068,19801108,0
51068,19801109,0
51068,19801110,0
51068,19801111,0
51068,19801112,0
51068,19801113,0
51068,19801114,0
51068,19801115,0
51068,19801116,0
51068,19801117,0
51068,19801118,0
51068,19801119,0
51068,19801120,0
51068,19801121,0
51068,19801122,0
51068,19801123,0
51068,19801124,0
51068,19801125,0
51068,19801126,0
51068,19801127,1
51068,19801128,1
51068,19801129,1
51068,19801130,0
51076,19801101,0
51076,19801102,0
51076,19801103,0
51076,19801104,0
51076,19801105,0
51076,19801106,0
51076,19801107,0
51076,19801108,0
51076,19801109,0
51076,19801110,0
51076,19801111,0
51076,19801112,0
51076,19801113,0
51076,19801114,0
51076,19801115,0
51076,19801116,0
51076,19801117,0
51076,19801118,0
51076,19801119,0
51076,19801120,0
51076,19801121,0
51076,19801122,0
51076,19801123,0
51076,19801124,0
51076,19801125,0
51076,19801126,0
51076,19801127,1
51076,19801128,1
51076,19801129,1
51076,19801130,1
51087,19801101,0
51087,19801102,0
51087,19801103,0
51087,19801104,0
51087,19801105,0
51087,19801106,0
51087,19801107,0
51087,19801108,0
51087,19801109,0
51087,19801110,0
51087,19801111,0
51087,19801112,0
51087,19801113,0
51087,19801114,0
51087,19801115,0
51087,19801116,0
51087,19801117,0
51087,19801118,0
51087,19801119,1
51087,19801120,1
51087,19801121,0
51087,19801122,0
51087,19801123,0
51087,19801124,0
51087,19801125,0
51087,19801126,0
51087,19801127,1
51087,19801128,1
51087,19801129,1
51087,19801130,1
51133,19801101,0
51133,19801102,0
51133,19801103,0
51133,19801104,0
51133,19801105,0
51133,19801106,0
51133,19801107,0
51133,19801108,0
51133,19801109,0
51133,19801110,0
51133,19801111,0
51133,19801112,0
51133,19801113,0
51133,19801114,0
51133,19801115,0
51133,19801116,0
51133,19801117,0
51133,19801118,0
51133,19801119,0
51133,19801120,0
51133,19801121,0
51133,19801122,0
51133,19801123,0
51133,19801124,0
51133,19801125,0
51133,19801126,0
51133,19801127,1
51133,19801128,0
51133,19801129,0
51133,19801130,1
51156,19801101,0
51156,19801102,0
51156,19801103,0
51156,19801104,0
51156,19801105,0
51156,19801106,0
51156,19801107,0
51156,19801108,0
51156,19801109,0
51156,19801110,0
51156,19801111,0
51156,19801112,0
51156,19801113,0
51156,19801114,0
51156,19801115,0
51156,19801116,0
51156,19801117,0
51156,19801118,0
51156,19801119,0
51156,19801120,0
51156,19801121,0
51156,19801122,0
51156,19801123,0
51156,19801124,1
51156,19801125,1
51156,19801126,1
51156,19801127,0
51156,19801128,0
51156,19801129,0
51156,19801130,0
51186,19801101,0
51186,19801102,0
51186,19801103,0
51186,19801104,0
51186,19801105,0
51186,19801106,0
51186,19801107,0
51186,19801108,0
51186,19801109,0
51186,19801110,0
51186,19801111,0
51186,19801112,0
51186,19801113,0
